company,job_title,location,company_rating,job_age,job_link,run_date
Starcall,Operatore di Call Centre,Rende,,6 g,https://www.glassdoor.it/partner/jobListing.htm?pos=227&ao=1110586&s=58&guid=0000018659c085efa5ab37eff5d01359&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_502ceae2&cb=1676543035143&jobListingId=1008461897254&cpc=FD1C1DA32C38CFA7&jrtk=3-0-1gpcs11gkjiil801-1gpcs11h2i15s800-862a6841b7e7af29--6NYlbfkN0Ajy4MKuIni8UV3mBby8Gdk8yNHG6EJlSqgnWEgQlfa6z4qbXkyX9kFcMHyB3oXOWHv0RYVxQDRIVpbOpXDJM_Fp3b8WpYC9WCv--7MCprvaoeflmCdSva2hiNpoAOXq8M0NYli-LgtxuMMrjJD28DtGhRZhon-aI2GqWMNRKzd-2ODbjxGDP6iuj6yGVc_h2RAXy3JjYK-h2PLPUxt8njx6v7Ge-3-8Gv6aTLmYdnQVdIGNZGgmp1h1JaxoYoiGNf3C8-77V87ibjuw5oAWLOF6ihjLzR6wIN2lZauOEgi55NUtoP_uQKc0sMxaZVH_cUZ2PMS_rtQJrx24U8mhs-_L0J29Lw4HInQCI9oQVLCukuMnr0NpcKG2z3cBgErDbxeQy8DendlTCCJ_cz2oEPWiP7xC-YW9EWd1FCBO05VJex1rv2dSX3DGzIbFjb3u_-DyLvCtdr8DRhFvoRMLelPKAzbG0Co2H1JImcMdv42_g8i6N-e8RlZIWjOnwFVJ2spGzbXGwthO6W__q5z4nsBxpDRj5f_xm7xc6fQSOIx4pBfNa89zmwEMVWsdP2qwwEx4oU3bomr7A%3D%3D,2023-02-16
SORBINO,Personale di Supporto Alle Vendite,Rende,"<span class=""css-2lqh28 e1cjmv6j1"">3.4<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=228&ao=1136043&s=58&guid=0000018659c085efa5ab37eff5d01359&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dd6b9fa6&cb=1676543035143&jobListingId=1008307799588&jrtk=3-0-1gpcs11gkjiil801-1gpcs11h2i15s800-8fa7b8e2e29728ab-,2023-02-16
Amplifon Group,Responsabile Account Manager,Cosenza,"<span class=""css-2lqh28 e1cjmv6j1"">3.5<i class=""css-0 e1cjmv6j0""></i></span>",28 g,https://www.glassdoor.it/partner/jobListing.htm?pos=229&ao=1136043&s=58&guid=0000018659c085efa5ab37eff5d01359&src=GD_JOB_AD&t=SR&vt=w&cs=1_934b5be9&cb=1676543035143&jobListingId=1008416095564&jrtk=3-0-1gpcs11gkjiil801-1gpcs11h2i15s800-a20382149d11350e-,2023-02-16
360 Forma,Tutor,Rende,,15 g,https://www.glassdoor.it/partner/jobListing.htm?pos=230&ao=1136043&s=58&guid=0000018659c085efa5ab37eff5d01359&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7558d222&cb=1676543035143&jobListingId=1008439573802&jrtk=3-0-1gpcs11gkjiil801-1gpcs11h2i15s800-7f51573e39c99fe8-,2023-02-16
UPMC,Infermiere,Italia,"<span class=""css-2lqh28 e1cjmv6j1"">3.3<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=301&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_420fa14e&cb=1676543047370&jobListingId=1008404764588&cpc=59DEFF8D475298C3&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-d57adff3c6ba888c--6NYlbfkN0BZstVL3SHRDEX7E9ZMNUdtUH7GbTWkwqii6p0zZOnTeuTMM80GoIe1VMlFblsGp_ZzryI4mV4n9R4RAWSftyJjPQDlsFR-vRJEPmAm_mc95HecU0utpgSDGNqVk6wnzENnSkx9u2PNp_dWOJsKiwTqw0B1Ca1Ew1GBlMklzuSya4oeEZ18LUypiyIP1UHBjC15plqKm_FQZ6iaBrdrZYRc_4FqPrAslwv0hBWpMeFQZiDqV9qLknUnUPi1q7ycQon1OVCwNQxCiKiusglmpJ2UkTqIB0hmr72j4mkaitrnj_YFNUSwr1mhPiZ81n6tQsKLVfTKQDRstpTdwvfwdDw-5i0ji6ooXli91P8Gt-x54duZ8HpjZvGJM05LrSP5IxSGEX3d0EGY6Vn-M7OIQc4_Bq8ldYQgwWiv88x0HbmOkcgCDKI_eBpW_cPTG61kq5dmH_Uc_Jb0eRWP9CH2ACGEjHE2EeSiUUJZzRHNH6se0uT7Ma3g-8-UhRDWH5UJwWHNYJk1q8kJEDGm-PaUKURROBp7_f2ah7sVnMSxi9s-bj9af4TWFxj1wn3hlfD2ud22IS2BhYw8YiYQUj6tseDA4ZoPnWy8ZcnQ0X50LO80wJi1BwqqM6JGD4z0C3MYySMCxlGZKTJRmQ%3D%3D,2023-02-16
Samer,Commercialista,Lamezia Terme,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=302&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3c8a8338&cb=1676543047370&jobListingId=1008470960792&cpc=F4EED0218A761C36&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-93bae60bf394e025--6NYlbfkN0DIIX33XYdlLb1nipsSuPbMGz8S95wQ7wDAEmkwdWUk44LazI1uc09daogEoJAOw5GYKc0V34Fe8dHFtZ8U3caRXGZV1iuLdkUcZL2RTgYx3lJJehVtVvjsJ3X6VfyCoH1X0WVDkSbIABQAsPVLrkdLRWM7UZhW9cO1juAoMgWv8pLJBomC8hSsEyC3hpIiA-vKezNQCwxMRvqR7ItVjLC3l7KUCffIwIlMvjbGjJPD1qyBjBxPaTUdRrpI1IyMSxpn_QxJSIMUOsFQd_3k_8FLkDoS90vCXhqM7t_PB06jS5Xd1SS7gYt8cefqBsQ2aA9mWQVSC8EROqPJRkHIwJe6UwWMVo7nmUwwAmsw3j_XPX_kCYRj00Ht6H0hBPQz4wl0TT91cgm6mf7imHSjzzEOIiMd2aSBkqsPekCYJsqEs19LkUmAJ36YhbexkzZYlfcGM2waRxIY6r729y0mxgeQqt8JmPPr1Ji0LqLZNSKHnQA1Pm-I0kNBOZ158h9G-4jUNG8MutSHRs9vP1t_OWCIb_sqk0Jr-mjgI5P73anS5kDjRoK9zNCON45j_lVT1mMtOWxj78ry8qOUa4tlAkhLHBwGaFf6Yp8%3D,2023-02-16
iziwork,,Lamezia Terme,"<span class=""css-2lqh28 e1cjmv6j1"">3.2<i class=""css-0 e1cjmv6j0""></i></span>",5 g,https://www.glassdoor.it/partner/jobListing.htm?pos=303&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d1276971&cb=1676543047370&jobListingId=1008464597286&cpc=2CAED5C921A5F994&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-1d952f4f80d1c570--6NYlbfkN0CyzMh4Fl7NbM9WhsSOBqDqjdzo8RPQJIY86sk-8j23ZF05OYKaGC9-jqCig9C4M6j7gqo0ZPV-Ge756lGktEKGCgEkmvMsY42AKlGZL-60Uil4lfAA01P7JHCj0CdMeexnPoLBnqwxjTicIoITMix06OiMs8ubjFaAngxOdW0VpdSAcvoEWQk9PWIbgoCHKIajayPdHAQ00v_1IDTotVG_SOaa7LLORxq_vOwNNGDexNG3HzmoEbyxOK7Xz6fjIP4Ay0LCuePG9XfDk5VhhHaQFHecGbyNic9I8R3Z_j0cOPvdhwB2cGihON3mUd4QGb02wJF7OYG1Q9l-sdYEzBKl_Djg8azS-d-GQs_rAHUbebtYrWJK0nJzYk-O5iQkN0DuSULYTxF-kUMrvInA18VtOpwoEwYXrfzc4AEemeTeKiQURBuPhHLKefJxAKM14o6_wWdjILLizZ1mDegXaAsk0x4U9o4p6Y5E_SczC_PF6fiQMgsg23lJeUhPoFaRMQG22gtBw5k4vRbJiLiKToNBS5v5amCQOEnFpZouXRWrIg%3D%3D,2023-02-16
Europa Factor spa,Operatore,Lamezia Terme,"<span class=""css-2lqh28 e1cjmv6j1"">2.6<i class=""css-0 e1cjmv6j0""></i></span>",22 g,https://www.glassdoor.it/partner/jobListing.htm?pos=304&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_e3fa8d62&cb=1676543047370&jobListingId=1008425990942&cpc=75B6770C194DCF89&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-01eea14733b2705f--6NYlbfkN0BUn9kNOGyIAhrO6RCbYEN57dZs2qsVpyQlh3bw_OdypohC6R73DV8U_27AsO3Iagd_u2AgLdgAOwLpRWDZOZs0WzeH6dmzHlJLol2ZsuMQpt0eHFEGg-RX0KdPzyOf8nZjbun23Vs_pAZWlZTjLAYrrwCOdSTAKdMuFx0BGCTlkrZqYig-ipN7lfJ3Jx2Fnzbcrg5MWRjTkxWctLPvNmWcXXvEYW5iPKVUdlhj7aQ3HSbeZCsfm4LyJ8Qu8RlHBw5X1M6eMUx61AJaWrevn31S40_gOE8Ze8iZyyxZdyhxJmiKxH0wQ5AdXYUFtPR6btmH6M9scpwlodcz0C9eT28SVBZd5fpBa-kFmjD4D73FxlTKSpLTYVp3si4q-lREYs7AxDe7KXXQSio019G9uvsw1ut4z7IO4SjuwzeDoURgoFWNmweY3dgSJpYO841LyhsKe7yApCX90ebpRE75h1NhTWQAyjRR2w24p4eZMuGuCd_9hKLAOo4DASSuwH6xliFXVNWSyTgKUy2588Ek9dnBnpKJ0W0oxtDZCdowiYuFMm9E4j60TiKWSF34FooNBwumzSCX5lhLrEB2MvS2L-_HB3B952MNWbGnr9AxZZ9C-w%3D%3D,2023-02-16
La Cremeria,Cameriere,Rende,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=305&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9fa6b2d5&cb=1676543047370&jobListingId=1008312888737&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-7a9ee54b5ae23b58-,2023-02-16
La Cremeria,Addetto Vendite Al Banco,Rende,,2 g,https://www.glassdoor.it/partner/jobListing.htm?pos=306&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_825cdcc6&cb=1676543047370&jobListingId=1008468657958&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-f7e1f9f53f7d8253-,2023-02-16
Arcobaleno,Magazziniere,Cosenza,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=307&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_3d141b5a&cb=1676543047371&jobListingId=1008385349329&cpc=9908D8D4413DBB8A&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-e99d731f6fceca62--6NYlbfkN0CTx7HEVnV6kGzKLG8BfGBDYYUuk95D0aLBPDqJu93X929Sr2cU64va0sLx9Z-vwLAJZmBfLQVG-P5LoofQ083B08ySneAsnKUTc895AcRQ6jkZRwBSkq6xPXratA04YVXK2mLRQQ_nAJp4gqfZ7FgDMBsj-oYkGdCijuF8EiUeMKpTxmBhYU1uWMQ_KH4eWmkYgn19tjuKgfrNCVuKlzOXDjFOaajz9xGENC2n2UhKP6cb2MIu_yyFxqLneaOhuuOu9kS0OgG616ebCGESEJlwudDtR5S_5By35D4vFBOzmdU-7fxUIkLEon3cP_7fHvsnYnQjXJS40ivupwbt6DweNMzWLiKq9s_YeaIKDoaT-rMm2EfGougyyN-ldPBF-vGkRmvXjUsZjUzl9fFZxJdH7Uv0nQ2m9j0B11zVxSvsyULzSZhIU-0_uVYxylwjcBdBnVIdKoXDBrqP8_cBifCe38cvPcxxx5xzSL_YHxBjW0niw8mbZVx8Fb3T-akNhpu_owonFTLWrrLSs6supkAlBxmvemAFviJhNIJRrCN9BNFl2c1-_Yoo,2023-02-16
Samer,Direttore Amministrativo,Lamezia Terme,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=308&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_95c28085&cb=1676543047371&jobListingId=1008470573436&cpc=2CAED5C921A5F994&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-d690b0f88894476b--6NYlbfkN0DIIX33XYdlLb1nipsSuPbMGz8S95wQ7wDAEmkwdWUk483HpFMF8dXicpQrNWzFGXf08SQo2srfQkTUHjV9CJLOhe3t-tKoJudP5IIwxHKghcRaYYj9A4XoG_Ql32Y8NccpMeeQOjaqq5LjZCJLlVyxdRbf9jF_Yg4enawgYYotqcEatz2rFWLtMPT3z_JEm-veTM8yoSXGjGr8TtNxfTbHgBNmfG2-Qk3rm37ptrlHzhl_Hf9PQnpjxYNSe1tQdiNZGj9KSfu5J_iXZ1cvePNDDTOfYqqWd3leM3fK-PeikcJdMQS4TPVA-u0WjmTbN93CCi5HRchprb88-7uilgnx5FsSBtr--OUShlaW0QvJrmAhcuW7FDY3xg7xQQzNqiNtkRjc9-b0nCYEDPFBXfNfZKzZ5s1LXon3iVg4r34fY_59j-3vdiKoGUh9D_BBSaOyxTsQOYPH1RH7ON6hdqboTY8V4LljftfG0oHsYxnQIhEPkdj3i3mUpjmAW_AzfAsbHhDcxAx-9GqSo5RPKT1_4jz1hhBHrcQlOhQvSFMr9kKOh9mF5ACXCPpDrJ9xvuE%3D,2023-02-16
Fly-Rec,Addetto Recupero Crediti,Rende,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=309&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2b6cc192&cb=1676543047371&jobListingId=1006547424689&cpc=149B3D5996025BBA&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-a3e727ad0424ae2f--6NYlbfkN0B_htVgP8T6T5xrlNlj5DRhFt-qhJ8aMcnBA9cIkq736_AIJJc59RBcZgPRmSNMj9GvPr9I_nbGE6Qw3Y_TmNgpc4DRO0L0WaaR72fwxgYn3MNGMyGZKomu5fW_EmVgscllFIZOtQOOgm6V6OZn2FPUXq8c0SLxVULwyEO5sPsMlqhW2QUPfc-xIeURpHrmnKZvNKRR4ZUGDr3hHNz8KZtprirkP2CbhmuqjVaBSAJAdlwKyf0hKGxRmOGmmWhD4Ic50kZ576pFy7TXQUIuMu7EY_O-CiDKQg_R5Z2x5etggvL_4W8gZnBMd5ZoTPl8G896PTBLuETesqQWMIymOe9eWiXueF0l9vqm2YbjXlk8VmEOYv0jMkwBpOH4BzdDCP9BrXjfjXnQU97EEkZFMC-Bx5nYXsKGy8GwoLPQyOwTzLkQ8-o0UOZP1T7zUYh4befC61-y9l-LZ-Dxl7G4sFT808OpD3Js2yxN_0qcwzDeY4_5_nCKwcM5wIkZSfyAzk0qDmq3tnM_4pd-6POnxI7sjIF1tSOqYF8g764nJcHSaPWmLx6ACqEp5-zKGvFZBhA%3D,2023-02-16
SURGELO' S.R.L.,Impiegato Ufficio Amministrativo,Rende,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=310&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_624c527a&cb=1676543047371&jobListingId=1008402596949&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-0fab89fdc47f8653-,2023-02-16
ISPAR S.R.L.,Segretaria,Lamezia Terme,"<span class=""css-2lqh28 e1cjmv6j1"">5<i class=""css-0 e1cjmv6j0""></i></span>",Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=311&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_21e28b57&cb=1676543047371&jobListingId=1008303669537&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-616d7f23afb3dfd3-,2023-02-16
Gestioni Turistiche Srl,Hotel Manager,Diamante,,29 g,https://www.glassdoor.it/partner/jobListing.htm?pos=312&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_37ba7383&cb=1676543047371&jobListingId=1008411646438&cpc=7F6F94E2229B3AB5&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-d621fddb7d1786bf--6NYlbfkN0DECXV4n6SRzFf8NAl5ZRo4kufhzko3WaosvVNmwqnnhXMqH9Ldd3ftcbWGyNbfSXQwv_rIu1U2fs-0-NgkXSqjW7oQODvvVg5IWve9KP2U24l9pwnxBPOTgXClkYBGpqHIVOGusgKT5maRXUgRoTeVK7_hNbPKHB8raaclNLnR-ShtRVWJpBoKQBDyadrG3jU_bzSrgfHSMh-gnBwqiXRaURkvjqpTV8D5YZN1JXgRrJyTz0pqCysvGxtSMVSL2DI0-C7DeO-Lu0bX5oBwUeT84-PXBymG3-hBKUgIULdcb5fafN40e6YC0bEFssjyTERMEWAlhHWYfKuFJmMysY40E5zCgiY8-rdbhHgfvT3AnrtkYyLEFHG-Pd8qTndhdc75EAhcRQk7Ffqb1773oh61JP65qdpMfPdnpBapsijbL1lo_Am70rrQL2KDYgG3HIo1lo4aD8NbpGXOvWJDQJ98pXdSg5q3KWO5Vp-08PG5FEnXlVnomOhfHqGc_D8gnlrfvfpM5cIZyqUb5WyAHSK3KZzOmxjPuys6p3hBHTnlVeH_nmfdQHKc,2023-02-16
Numbers,Operatore,Rende,,1 giorno fa,https://www.glassdoor.it/partner/jobListing.htm?pos=313&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_331a3e5b&cb=1676543047371&jobListingId=1008470519885&cpc=451933188B21919D&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-77f84a4279591332--6NYlbfkN0CyR92I9_Ud9uIYdyLi-yhadg25O5VXl_Mr-CluIqGy1RtIGFiL3bN5YzJKAlkk6IIPkCmMlXjwJuDLighhy-_-1FctjtYRWtIIol1VZ4JdZFgyp3TmNKbY5RdAGLbcjPPp9IeIoSKXT8pXjlhLLbTsy2-h1P3dlJuaHoxnmw7al7suBy7OlUHkXnWQbs_COAqZJc85gqWN3Z7WvfRgt-Tyl0bp2ZpX78DZCnqYlcAikOQaMAuZf7Vo4iWxSBkfz72NXqKZMdMLxSaTGJwM4TK4KLkGKIZGkVsz6V0TyS7KaH3NvE8ujwq6ZeYIzlC-nkh9RcBM-QQnb2GiCYZ9oBYY_J2PElHJ9Mv3iOAqqeVSkfNPFWmrxjLIoWiK7efd9nin38FLq6y6lXMJB1I92lP7lOZAeCulQt8QS2g5yqp_94gaPENoXAq3tPnn9wvIbHGr4xyYNywRHYsnVNCDRwp3dU21W_4_d1xnoUx4Ac8qLHCrMFE5Fv_O4_1L3ZQsPBk8v9Vr5Bk8J9YDk3vX1NgPFnvaYO2sKtIhfqx57mExdqcIavUgHKJz,2023-02-16
INCRESO SRL,Operatore,Rende,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=314&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d5dfd725&cb=1676543047371&jobListingId=1008232197668&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-52c564fb3802f2be-,2023-02-16
AllcuraMed Personal GmbH,Infermiere,Calabria,,8 g,https://www.glassdoor.it/partner/jobListing.htm?pos=315&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_81095b78&cb=1676543047371&jobListingId=1008456606889&cpc=BA15C3E50D27FFE8&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-bb269162287f235f--6NYlbfkN0Cap2DweoStAgQE09oKwg56vnONVDEfIJKj_T0YsaZW-Wzn_KVRmH9d1LJ5JTqNWRFBHtblrqWzb30KiIEDcR2kU1ooxmZaIs2mboqrEozkbO42XGKDjQSFjF6kcN_3QBiVFT8CY7bzynPCU56wmXJ9xFRJvTRSwb78mK-OwykeuBin2Fj0GaaSkhplgjERWL4KX3qrcGTvbIVzKUBeJSjuJTtih7gDkIQoD5Uv_dChfCFFXn711KpMkaRpi66HMtwT3IV_41e-80tW2pmbJ5_azEH3knhssvAcjPz_twzy5NgCK46zVj5kW60WYWIkvktuxBB9CjwsnJgFKVvn9zVz2UXEP9boR-seRfmf48nEUEOHMEQUHK4_TkI4nUWZfMgpTSjMnRJX9ysdrvOzOBzccTpf7YWC9FgdX60wGvQDGOifoS2lHM_trJ0mNh_pe8CxyJMg5dsQigs8c05WMIih-B_AqohSUpUNbyGVLS6F_pKIRLmj0hGKrqQM3iVWz8yRpPh_6k-xOqDpUQf-BMH79jSj4XmzYaydVB2MmCj94rYMam00E3tLJDD_nA2b3YTGGmlb1B60Tw%3D%3D,2023-02-16
Happy Call s.r.l.s.,,Rossano,,28 g,https://www.glassdoor.it/partner/jobListing.htm?pos=316&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c1220fb7&cb=1676543047371&jobListingId=1008414646707&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-f8c03d030d343087-,2023-02-16
Green & Green srl,Recruiter,Rende,,14 g,https://www.glassdoor.it/partner/jobListing.htm?pos=317&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_eb5c7dbf&cb=1676543047371&jobListingId=1008443816786&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-014c311bc37dc591-,2023-02-16
AF24,Impiegato,Cosenza,,11 g,https://www.glassdoor.it/partner/jobListing.htm?pos=318&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_b9fd4262&cb=1676543047371&jobListingId=1008451228836&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-fcddfe533ea21cba-,2023-02-16
AllcuraMed Personal GmbH,Ginecologo,Calabria,,15 g,https://www.glassdoor.it/partner/jobListing.htm?pos=319&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_49d95ad8&cb=1676543047372&jobListingId=1008439753212&cpc=A8EA696C92E7776B&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-408d92a83dafa635--6NYlbfkN0Cap2DweoStAgQE09oKwg56vnONVDEfIJKj_T0YsaZW-Wzn_KVRmH9d1LJ5JTqNWRHXfs7NtChQD8PTc6YHYPq1huZR5lfW7gjqITV3FoKPAJfjwG2ZgcEa30QIDYPPvuCYVYRmwJAgfv5-O_It_tmaezltCJFImNo6r6RfFLnL2FeS56FiORchctuEc1cWqPM7qTePpBq_ZO0tXcTAEj9dNLtkvdiKwUjZgRDhKNVlls7df2t1ib8pJjU32vQ_ogzDTIsxBTeECY-CY7C9G-5hh-QHGCf8OnMAmDg98Qg0SwqvDz2B_gL7_-Q0GZ-bZnPmYSms9UMc9xa9B7ib9FO4zjn8wPEqs-mS_Wf9kzzCFGXkvDHEe5mURgkaOcGdG9ZLyEGrIyO7BvlXQ_xkhhLYdsbJQcQP3Zd1fD3tEKQACQdc0QyfMA0VvdGlXCk50yBwOkYNas0AL8bkbASrBmjkuXDLFxc7PeXXot9Rn7K0e_cdYWN1-Ec_gap9ZatP_-YzoLs6YwEXsAnpSDxa6IR6GxYA39FkUJslDMPRX9IouBwhSs2hSosOpqaaO5c-Vqh61xUdi2qNcYRar3Su7XWH,2023-02-16
Chianello Copiers s.a.s.,Tecnico Informatico Per Assistenza Sistemi,Paola,,24 h,https://www.glassdoor.it/partner/jobListing.htm?pos=320&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_600653f7&cb=1676543047372&jobListingId=1008474005307&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-8bd3a6172f0f2f5f-,2023-02-16
R.C. Collection Srl,Operatore,Cosenza,,7 g,https://www.glassdoor.it/partner/jobListing.htm?pos=321&ao=1110586&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ef330929&cb=1676543047372&jobListingId=1008461172699&cpc=8795CF9063CD573D&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-c3761c03a34e6a2e--6NYlbfkN0DYa0yIuUBSGFRb8cr-tARkd2gt28BDG-ycnZM2YS2nPy6HqP8vxExCFkqisby5il49fWb5GXvXu5NryeOLsjvu8IRPxb81hgLA-W4_b0rSfjGyxZ0IKNL6400UF9m1kwHQqwDqMhPbzu__l3cucrVpuZzIbDbMRzC7uW-VtqsAGmjB0CquIFtPMYu_-7eX2rVs4gGlUIeBWAOhFhM0uAWQi4_pVZPYlNIp98bEpPBTU7Tfi7n1r4EELTP-AeexjETduhTNlIn2qOotXlv8aRu9sr9mJE2j3E2fwYhk4TeXD2pvpOLWzfpFXnFqezDzeclKU5w9diFwFnk1rRBRxwq5hK9XKYJVtm4AYhQOokVMOoWNfnTY78jMDGCz9udFcOBWeZTbGnz6yc5Q3NVS5j5lpBG9-HOsyg2ijJXrXyq3v9FkrFf1ICwM4V6usSyuJn6B5kI0drGPhB0SndXTRYXKMP-PhtSjWPUeQw5WPga9hHBSytVWyGtgrU-OQ9APAW9UiBjJKDRRIjlqgmB7S80IQJ8j_skJ5E73oMdSsWyCMHYZKn5S4wdL3LN9hGKKXiT0HtM4yEN2eMRbACFmV_hq,2023-02-16
STUDIO COMMERCIALE DOTT. FRANCESCO SBANO,Impiegato Ufficio Amministrativo,Paola,,Oltre 30 g,https://www.glassdoor.it/partner/jobListing.htm?pos=322&ao=1136043&s=58&guid=0000018659c0b5e29a8513ac3ee787c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_9709074d&cb=1676543047372&jobListingId=1008335976736&jrtk=3-0-1gpcs1dg2ma6e801-1gpcs1dgkgrhn800-b7ea9a035176f1c6-,2023-02-16
